Record_ID,Month,Week,Agent_ID,Agent_Name,Team_Leader_ID,Team_Leader_Name,Region,Loan_Type,DPD_Bucket,Total_Calls_Made,Customers_Contacted,EMI_Due_Amount,EMI_Collected_Amount,Target_Amount,Achievement_%,Collection_Status
REC0972,Feb-2024,Week 3,AGT008,Neha Sharma,TL003,Suresh Nair,Mumbai,Gold Loan,X (Current),70,38,10600,4900,173000,2.83,Partially Collected
REC0973,Feb-2024,Week 1,AGT008,Neha Sharma,TL003,Suresh Nair,Mumbai,Gold Loan,31-60 DPD,78,41,3900,1000,140000,0.71,Partially Collected
REC0974,Feb-2024,Week 1,AGT008,Neha Sharma,TL003,Suresh Nair,Mumbai,Personal Loan,X (Current),84,45,5500,2800,136000,2.06,Partially Collected
REC0975,Feb-2024,Week 1,AGT008,Neha Sharma,TL003,Suresh Nair,Mumbai,Home Loan,31-60 DPD,65,35,18900,5200,131000,3.97,Dispute Raised
REC0976,Feb-2024,Week 4,AGT008,Neha Sharma,TL003,Suresh Nair,Mumbai,Personal Loan,X (Current),82,41,16800,7900,163000,4.85,Dispute Raised
REC0977,Feb-2024,Week 1,AGT008,Neha Sharma,TL003,Suresh Nair,Mumbai,Business Loan,1-30 DPD,80,54,5050,21900,166000,13.19,Partially Collected
REC0978,Feb-2024,Week 4,AGT008,Neha Sharma,TL003,Suresh Nair,Mumbai,Home Loan,X (Current),73,37,42600,22400,176000,12.73,Promise to Pay
REC0979,Feb-2024,Week 1,AGT008,Neha Sharma,TL003,Suresh Nair,Mumbai,Business Loan,1-30 DPD,72,43,28100,10500,133000,7.89,Partially Collected
REC0980,Feb-2024,Week 1,AGT008,Neha Sharma,TL003,Suresh Nair,Mumbai,Auto Loan,31-60 DPD,81,54,9500,0,162000,1.67,Unknown
REC0981,Feb-2024,Week 4,AGT008,Neha Sharma,TL003,Suresh Nair,Mumbai,Business Loan,X (Current),74,37,28400,16200,152000,10.66,Promise to Pay
REC0982,Feb-2024,Week 4,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Business Loan,1-30 DPD,54,17,10100,2300,119000,1.93,Partially Collected
REC0983,Feb-2024,Week 2,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Business Loan,1-30 DPD,46,14,31200,7300,116000,6.29,Partially Collected
REC0984,Feb-2024,Week 4,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Business Loan,31-60 DPD,40,12,15100,2600,82000,3.17,Partially Collected
REC0985,Feb-2024,Week 4,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Gold Loan,90+ DPD,73,16,4400,200,101000,0.2,Unknown
REC0986,Feb-2024,Week 3,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Business Loan,31-60 DPD,56,18,5190,11000,98000,11.22,Dispute Raised
REC0988,Feb-2024,Week 1,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Auto Loan,X (Current),44,46,16100,5800,113000,5.13,Partially Collected
REC0989,Feb-2024,Week 1,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Auto Loan,X (Current),40,18,9000,3100,82000,3.78,Partially Collected
REC0990,Feb-2024,Week 2,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Business Loan,X (Current),51,16,42400,13000,101000,12.87,Dispute Raised
REC0991,Feb-2024,Week 3,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Gold Loan,1-30 DPD,43,14,5200,1500,117000,1.28,Dispute Raised
REC0992,Feb-2024,Week 2,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Auto Loan,X (Current),30,10,18100,6600,83000,7.95,Partially Collected
REC0993,Feb-2024,Week 1,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Auto Loan,1-30 DPD,37,13,17600,5100,115000,4.43,Partially Collected
REC0994,Feb-2024,Week 3,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Personal Loan,1-30 DPD,47,22,23400,6200,125000,4.96,Partially Collected
REC0995,Feb-2024,Week 3,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Business Loan,X (Current),31,14,31900,0,93000,10,Partially Collected
REC0996,Feb-2024,Week 1,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Personal Loan,31-60 DPD,51,23,23600,4600,94000,4.89,Dispute Raised
REC0997,Feb-2024,Week 1,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Business Loan,X (Current),52,16,23400,8000,125000,6.4,Partially Collected
REC0998,Feb-2024,Week 2,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Gold Loan,X (Current),54,26,6300,2000,109000,1.83,Partially Collected
REC0999,Feb-2024,Week 4,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Gold Loan,31-60 DPD,59,24,7000,1300,81000,1.6,Unknown
REC1000,Feb-2024,Week 4,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Home Loan,1-30 DPD,46,22,18200,4800,128000,3.75,Partially Collected
REC1001,Feb-2024,Week 4,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Home Loan,31-60 DPD,49,22,30300,5200,84000,6.19,Partially Collected
REC1002,Feb-2024,Week 2,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Home Loan,1-30 DPD,45,19,34400,8100,125000,6.48,Partially Collected
REC1003,Feb-2024,Week 3,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Home Loan,X (Current),45,14,41500,13100,86000,15.23,Dispute Raised
REC1004,Feb-2024,Week 4,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Personal Loan,61-90 DPD,54,21,19600,2400,115000,2.09,Partially Collected
REC1005,Feb-2024,Week 1,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Home Loan,31-60 DPD,46,21,18000,3400,85000,4,Dispute Raised
REC1006,Feb-2024,Week 4,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Home Loan,31-60 DPD,59,23,33800,6600,108000,6.11,Dispute Raised
REC1007,Feb-2024,Week 2,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Gold Loan,X (Current),41,14,2800,1000,126000,0.79,Dispute Raised
REC1008,Feb-2024,Week 4,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Gold Loan,1-30 DPD,52,22,4700,1200,85000,1.41,Dispute Raised
REC1010,Feb-2024,Week 3,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Home Loan,1-30 DPD,31,11,27600,7400,99000,7.47,Partially Collected
REC1011,Feb-2024,Week 2,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Auto Loan,X (Current),40,15,4200,1500,98000,1.53,Dispute Raised
REC1012,Feb-2024,Week 1,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Gold Loan,61-90 DPD,38,17,7500,900,124000,0.73,Dispute Raised
REC1013,Feb-2024,Week 1,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Home Loan,X (Current),35,16,8300,3100,86000,3.6,Dispute Raised
REC1014,Feb-2024,Week 1,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Auto Loan,90+ DPD,38,16,10200,500,85000,0.59,Partially Collected
REC1015,Feb-2024,Week 1,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Gold Loan,1-30 DPD,45,19,3400,900,130000,0.69,Dispute Raised
REC1016,Feb-2024,Week 2,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Business Loan,X (Current),57,18,5970,19400,121000,16.03,Dispute Raised
REC1017,Feb-2024,Week 4,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Auto Loan,1-30 DPD,47,17,17900,4800,121000,3.97,Dispute Raised
REC1018,Feb-2024,Week 3,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Auto Loan,61-90 DPD,31,9,16800,2300,127000,1.81,Dispute Raised
REC1019,Feb-2024,Week 2,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Home Loan,31-60 DPD,54,22,42600,9200,118000,7.8,Dispute Raised
REC1020,Feb-2024,Week 2,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Auto Loan,61-90 DPD,51,17,11800,1300,84000,1.55,Dispute Raised
REC1021,Feb-2024,Week 2,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Auto Loan,31-60 DPD,40,17,4500,900,105000,0.86,Partially Collected
REC1022,Feb-2024,Week 1,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Personal Loan,31-60 DPD,46,16,18700,3500,125000,2.8,Dispute Raised
REC1023,Feb-2024,Week 3,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Home Loan,61-90 DPD,44,19,33500,0,108000,3.8,Partially Collected
REC1024,Feb-2024,Week 3,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Gold Loan,X (Current),48,19,13400,4700,119000,3.95,Dispute Raised
REC1025,Feb-2024,Week 2,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Business Loan,1-30 DPD,57,25,22700,5600,110000,5.09,Partially Collected
REC1026,Feb-2024,Week 2,AGT009,Ravi Tiwari,TL003,Suresh Nair,Mumbai,Home Loan,X (Current),50,21,29000,8700,105000,8.29,Partially Collected
REC1027,Feb-2024,Week 2,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Home Loan,90+ DPD,91,63,12500,0,242000,0.58,Partially Collected
REC1028,Feb-2024,Week 4,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Gold Loan,90+ DPD,98,67,11300,1100,207000,0.53,Partially Collected
REC1029,Feb-2024,Week 4,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Personal Loan,X (Current),92,65,9100,6600,209000,3.16,Partially Collected
REC1031,Feb-2024,Week 1,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Home Loan,31-60 DPD,117,84,21700,9200,238000,3.87,Dispute Raised
REC1032,Feb-2024,Week 3,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Business Loan,90+ DPD,94,79,25000,2400,180000,1.33,Partially Collected
REC1033,Feb-2024,Week 2,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Auto Loan,X (Current),115,77,10900,7500,217000,3.46,Promise to Pay
REC1034,Feb-2024,Week 1,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Gold Loan,1-30 DPD,119,79,8100,4900,182000,2.69,Promise to Pay
REC1035,Feb-2024,Week 2,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Personal Loan,61-90 DPD,109,89,12500,3300,224000,1.47,Unknown
REC1036,Feb-2024,Week 2,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Auto Loan,X (Current),101,75,19100,13900,248000,5.6,Promise to Pay
REC1037,Feb-2024,Week 2,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Gold Loan,31-60 DPD,88,64,5600,2300,192000,1.2,Dispute Raised
REC1038,Feb-2024,Week 3,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Auto Loan,X (Current),98,71,18700,0,238000,4.79,Unknown
REC1039,Feb-2024,Week 1,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Gold Loan,90+ DPD,94,78,14200,1300,243000,0.53,Dispute Raised
REC1040,Feb-2024,Week 3,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Gold Loan,90+ DPD,80,52,13500,1600,214000,0.75,Dispute Raised
REC1041,Feb-2024,Week 3,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Gold Loan,90+ DPD,115,89,2100,200,233000,0.09,Unknown
REC1042,Feb-2024,Week 2,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Auto Loan,1-30 DPD,103,71,10800,6100,237000,2.57,Partially Collected
REC1043,Feb-2024,Week 3,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Business Loan,61-90 DPD,112,85,5530,14900,202000,7.38,Partially Collected
REC1044,Feb-2024,Week 3,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Business Loan,61-90 DPD,87,63,16600,3900,231000,1.69,Dispute Raised
REC1045,Feb-2024,Week 1,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Personal Loan,X (Current),115,90,8700,5200,208000,2.5,Promise to Pay
REC1046,Feb-2024,Week 3,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Home Loan,61-90 DPD,105,86,40200,9100,249000,3.65,Partially Collected
REC1047,Feb-2024,Week 3,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Home Loan,X (Current),104,86,43800,28200,236000,11.95,Partially Collected
REC1048,Feb-2024,Week 4,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Personal Loan,1-30 DPD,85,61,10900,6000,208000,2.88,Promise to Pay
REC1049,Feb-2024,Week 1,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Auto Loan,X (Current),86,72,14700,10200,250000,4.08,Partially Collected
REC1050,Feb-2024,Week 1,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Business Loan,X (Current),105,83,44300,27500,206000,13.35,Partially Collected
REC1051,Feb-2024,Week 3,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Business Loan,X (Current),83,54,49200,36700,240000,15.29,Promise to Pay
REC1052,Feb-2024,Week 3,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Gold Loan,31-60 DPD,82,60,7700,3300,183000,1.8,Dispute Raised
REC1053,Feb-2024,Week 1,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Auto Loan,X (Current),83,54,18600,13100,207000,6.33,Partially Collected
REC1055,Feb-2024,Week 2,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Personal Loan,31-60 DPD,84,55,12400,4900,201000,2.44,Dispute Raised
REC1056,Feb-2024,Week 3,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Home Loan,X (Current),103,74,33400,21700,182000,11.92,Unknown
REC1058,Feb-2024,Week 4,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Personal Loan,X (Current),95,80,18800,12600,215000,5.86,Partially Collected
REC1059,Feb-2024,Week 1,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Home Loan,1-30 DPD,90,46,8100,4300,181000,2.38,Promise to Pay
REC1060,Feb-2024,Week 3,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Business Loan,31-60 DPD,116,91,19200,6700,190000,3.53,Partially Collected
REC1061,Feb-2024,Week 3,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Personal Loan,X (Current),112,78,8400,5900,181000,3.26,Promise to Pay
REC1062,Feb-2024,Week 3,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Business Loan,31-60 DPD,100,82,47700,21000,240000,8.75,Dispute Raised
REC1063,Feb-2024,Week 1,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Home Loan,61-90 DPD,102,46,40700,9200,185000,4.97,Dispute Raised
REC1065,Feb-2024,Week 1,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Gold Loan,31-60 DPD,86,67,4400,1700,223000,0.76,Partially Collected
REC1066,Feb-2024,Week 4,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Personal Loan,X (Current),93,70,5300,3200,203000,1.58,Promise to Pay
REC1067,Feb-2024,Week 1,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Gold Loan,X (Current),95,70,11200,8100,234000,3.46,Promise to Pay
REC1068,Feb-2024,Week 3,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Gold Loan,61-90 DPD,86,46,6300,1700,190000,0.89,Partially Collected
REC1069,Feb-2024,Week 2,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Home Loan,X (Current),111,94,10200,6200,226000,2.74,Promise to Pay
REC1070,Feb-2024,Week 2,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Personal Loan,61-90 DPD,82,63,19200,5100,249000,2.05,Partially Collected
REC1071,Feb-2024,Week 2,AGT010,Kavita Rao,TL004,Anita Desai,Bangalore,Personal Loan,1-30 DPD,112,74,11200,0,203000,2.71,Partially Collected
REC1072,Feb-2024,Week 3,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Business Loan,90+ DPD,59,38,29900,2500,164000,1.52,Partially Collected
REC1073,Feb-2024,Week 2,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Personal Loan,31-60 DPD,58,39,15800,5300,131000,4.05,Partially Collected
REC1074,Feb-2024,Week 4,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Personal Loan,90+ DPD,67,40,13700,1100,148000,0.74,Dispute Raised
REC1075,Feb-2024,Week 4,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Personal Loan,1-30 DPD,79,51,11000,4000,143000,2.8,Dispute Raised
REC1076,Feb-2024,Week 3,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Personal Loan,31-60 DPD,61,32,17200,5000,138000,3.62,Dispute Raised
REC1077,Feb-2024,Week 3,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Auto Loan,1-30 DPD,72,46,8300,3100,177000,1.75,Partially Collected
REC1078,Feb-2024,Week 4,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Gold Loan,1-30 DPD,80,43,5400,2000,137000,1.46,Dispute Raised
REC1079,Feb-2024,Week 2,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Auto Loan,31-60 DPD,57,29,19200,5100,172000,2.97,Partially Collected
REC1080,Feb-2024,Week 3,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Gold Loan,61-90 DPD,73,46,8500,1700,166000,1.02,Dispute Raised
REC1081,Feb-2024,Week 4,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Auto Loan,90+ DPD,85,56,10200,900,152000,0.59,Dispute Raised
REC1082,Feb-2024,Week 3,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Gold Loan,31-60 DPD,79,45,8600,2800,137000,2.04,Partially Collected
REC1083,Feb-2024,Week 2,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Auto Loan,1-30 DPD,63,33,7800,3400,136000,2.5,Partially Collected
REC1084,Feb-2024,Week 3,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Personal Loan,1-30 DPD,77,50,20100,9000,153000,5.88,Partially Collected
REC1085,Feb-2024,Week 3,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Business Loan,31-60 DPD,57,32,5600,15300,157000,9.75,Partially Collected
REC1086,Feb-2024,Week 4,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Gold Loan,X (Current),56,29,5400,3000,140000,2.14,Promise to Pay
REC1087,Feb-2024,Week 4,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Business Loan,X (Current),76,42,32600,17200,139000,12.37,Promise to Pay
REC1088,Feb-2024,Week 1,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Gold Loan,1-30 DPD,75,45,2300,0,179000,0.56,Dispute Raised
REC1089,Feb-2024,Week 1,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Home Loan,X (Current),85,52,23700,12600,170000,7.41,Partially Collected
REC1090,Feb-2024,Week 3,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Business Loan,X (Current),60,40,27600,13000,131000,9.92,Dispute Raised
REC1091,Feb-2024,Week 2,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Home Loan,X (Current),62,46,13500,6400,140000,4.57,Dispute Raised
REC1092,Feb-2024,Week 2,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Home Loan,X (Current),56,33,16400,0,135000,6.15,Promise to Pay
REC1093,Feb-2024,Week 4,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Home Loan,X (Current),59,34,9400,4300,148000,2.91,Partially Collected
REC1094,Feb-2024,Week 4,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Business Loan,90+ DPD,79,45,5620,4900,140000,3.5,Dispute Raised
REC1095,Feb-2024,Week 1,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Gold Loan,1-30 DPD,63,44,10300,4500,147000,3.06,Dispute Raised
REC1096,Feb-2024,Week 1,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Business Loan,1-30 DPD,61,35,28900,12800,132000,9.7,Dispute Raised
REC1097,Feb-2024,Week 4,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Business Loan,31-60 DPD,70,44,23800,7700,141000,5.46,Partially Collected
REC1098,Feb-2024,Week 3,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Personal Loan,X (Current),76,43,17600,8500,133000,6.39,Dispute Raised
REC1099,Feb-2024,Week 3,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Business Loan,90+ DPD,65,38,13600,1100,131000,0.84,Dispute Raised
REC1100,Feb-2024,Week 1,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Business Loan,31-60 DPD,68,47,5060,13300,163000,8.16,Partially Collected
REC1101,Feb-2024,Week 4,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Business Loan,X (Current),67,33,33100,17500,178000,9.83,Promise to Pay
REC1102,Feb-2024,Week 1,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Business Loan,1-30 DPD,75,45,33000,13000,148000,8.78,Dispute Raised
REC1103,Feb-2024,Week 3,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Business Loan,61-90 DPD,60,32,25400,4300,137000,3.14,Unknown
REC1104,Feb-2024,Week 4,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Auto Loan,90+ DPD,68,47,4100,300,153000,0.2,Partially Collected
REC1105,Feb-2024,Week 2,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Business Loan,1-30 DPD,63,42,29300,11500,132000,8.71,Partially Collected
REC1106,Feb-2024,Week 4,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Business Loan,31-60 DPD,59,36,14000,4600,149000,3.09,Dispute Raised
REC1108,Feb-2024,Week 4,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Home Loan,X (Current),74,41,19100,11100,156000,7.12,Promise to Pay
REC1109,Feb-2024,Week 3,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Auto Loan,90+ DPD,80,41,15900,1200,175000,0.69,Dispute Raised
REC1110,Feb-2024,Week 3,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Business Loan,X (Current),63,31,21300,12100,168000,7.2,Promise to Pay
REC1111,Feb-2024,Week 3,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Home Loan,90+ DPD,83,54,11700,900,152000,0.59,Partially Collected
REC1112,Feb-2024,Week 3,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Business Loan,31-60 DPD,82,53,26800,0,132000,6.59,Partially Collected
REC1113,Feb-2024,Week 2,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Personal Loan,31-60 DPD,59,38,22700,7500,140000,5.36,Partially Collected
REC1114,Feb-2024,Week 1,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Business Loan,1-30 DPD,84,51,37800,15200,141000,10.78,Partially Collected
REC1115,Feb-2024,Week 3,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Gold Loan,X (Current),61,40,2600,1200,138000,0.87,Partially Collected
REC1116,Feb-2024,Week 4,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Home Loan,X (Current),80,53,34400,0,172000,10.17,Promise to Pay
REC1117,Feb-2024,Week 2,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Personal Loan,X (Current),69,46,22500,12100,133000,9.1,Promise to Pay
REC1118,Feb-2024,Week 2,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Home Loan,X (Current),68,39,38200,20400,139000,14.68,Promise to Pay
REC1119,Feb-2024,Week 1,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Home Loan,31-60 DPD,61,32,13000,0,130000,2.92,Partially Collected
REC1120,Feb-2024,Week 4,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Personal Loan,1-30 DPD,74,46,21800,8100,168000,4.82,Dispute Raised
REC1121,Feb-2024,Week 3,AGT011,Manoj Dubey,TL004,Anita Desai,Bangalore,Gold Loan,X (Current),61,33,12600,6000,176000,3.41,Partially Collected
REC1122,Feb-2024,Week 4,AGT012,Sonal Mehta,TL004,Anita Desai,Bangalore,Personal Loan,90+ DPD,39,12,18800,1100,99000,1.11,Partially Collected
REC1123,Feb-2024,Week 4,AGT012,Sonal Mehta,TL004,Anita Desai,Bangalore,Business Loan,61-90 DPD,49,22,26100,3000,110000,2.73,Partially Collected
REC1124,Feb-2024,Week 3,AGT012,Sonal Mehta,TL004,Anita Desai,Bangalore,Home Loan,90+ DPD,34,12,26700,1600,82000,1.95,Partially Collected
REC1125,Feb-2024,Week 4,AGT012,Sonal Mehta,TL004,Anita Desai,Bangalore,Home Loan,90+ DPD,55,18,17200,800,86000,0.93,Partially Collected
REC1126,Feb-2024,Week 1,AGT012,Sonal Mehta,TL004,Anita Desai,Bangalore,Gold Loan,X (Current),44,20,10700,3900,123000,3.17,Partially Collected
REC1127,Feb-2024,Week 2,AGT012,Sonal Mehta,TL004,Anita Desai,Bangalore,Auto Loan,1-30 DPD,45,14,13600,3800,89000,4.27,Partially Collected
REC1128,Feb-2024,Week 4,AGT012,Sonal Mehta,TL004,Anita Desai,Bangalore,Personal Loan,31-60 DPD,48,22,6900,1400,99000,1.41,Unknown
REC1129,Feb-2024,Week 3,AGT012,Sonal Mehta,TL004,Anita Desai,Bangalore,Personal Loan,31-60 DPD,30,10,14000,2700,81000,3.33,Dispute Raised
REC1130,Feb-2024,Week 4,AGT012,Sonal Mehta,TL004,Anita Desai,Bangalore,Business Loan,X (Current),42,16,22900,8000,113000,7.08,Partially Collected
REC1131,Feb-2024,Week 2,AGT012,Sonal Mehta,TL004,Anita Desai,Bangalore,Auto Loan,61-90 DPD,73,16,4300,500,87000,0.57,Dispute Raised
REC1132,Feb-2024,Week 2,AGT012,Sonal Mehta,TL004,Anita Desai,Bangalore,Business Loan,X (Current),54,23,12100,4100,109000,3.76,Dispute Raised
REC1133,Feb-2024,Week 1,AGT012,Sonal Mehta,TL004,Anita Desai,Bangalore,Home Loan,X (Current),49,19,24000,7100,112000,6.34,Dispute Raised
REC1134,Feb-2024,Week 2,AGT012,Sonal Mehta,TL004,Anita Desai,Bangalore,Home Loan,1-30 DPD,57,18,10400,2800,127000,2.2,Partially Collected
REC1135,Feb-2024,Week 4,AGT012,Sonal Mehta,TL004,Anita Desai,Bangalore,Business Loan,1-30 DPD,33,14,5960,14900,85000,17.53,Partially Collected
REC1136,Feb-2024,Week 4,AGT012,Sonal Mehta,TL004,Anita Desai,Bangalore,Home Loan,1-30 DPD,56,20,24400,6500,96000,6.77,Partially Collected
REC1137,Feb-2024,Week 3,AGT012,Sonal Mehta,TL004,Anita Desai,Bangalore,Home Loan,X (Current),52,46,32400,9700,120000,8.08,Partially Collected
REC1138,Feb-2024,Week 4,AGT012,Sonal Mehta,TL004,Anita Desai,Bangalore,Auto Loan,61-90 DPD,32,12,19000,2600,111000,2.34,Partially Collected
REC1139,Feb-2024,Week 1,AGT012,Sonal Mehta,TL004,Anita Desai,Bangalore,Home Loan,X (Current),58,22,35200,10300,100000,10.3,Partially Collected
